,month,account_id,region,category,spend_level,revenue,live_ad,new_AA,paid_ad,listing_fee,bump_feature,multi_bump_feature,sa_feature,other_feature,shop_feature,adview_received,adview_per_live_ad_per_day,lead_received,lead_per_live_ad_per_day,spending_per_paid_ads,spending_per_live_ad,month_ex
30496,2021-10-01,2978777,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,160.0,6.666666666666667,14.0,0.5833333333333333,18182.0,18182.0,10
30523,2021-10-01,2986250,HCM,MC,light,39256,2.0,2.0,2,2,1,0,0,0,0,1048.0,47.63636363636363,143.0,6.5,19628.0,19628.0,10
30524,2021-12-01,2986250,HCM,MC,light,16529,2.0,1.0,1,1,0,0,0,0,0,354.0,11.8,24.0,0.8,16529.0,8264.5,12
30566,2021-11-01,2992140,HCM,Car,light,100000,1.0,1.0,1,1,4,0,0,0,0,674.0,51.84615384615385,20.0,1.5384615384615383,100000.0,100000.0,11
30567,2021-12-01,2992140,HCM,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,146.0,29.2,2.0,0.4,18182.0,18182.0,12
30633,2021-11-01,2996251,HCM,Car,light,26446,1.0,1.0,1,1,0,0,0,0,0,64.0,9.142857142857142,3.0,0.4285714285714285,26446.0,26446.0,11
30634,2021-12-01,2996251,HCM,Car,light,45455,2.0,1.0,2,1,1,0,0,0,0,344.0,8.19047619047619,19.0,0.4523809523809523,22727.5,22727.5,12
30635,2022-01-01,2996251,HCM,Car,light,27273,3.0,1.0,1,1,0,0,0,0,0,667.0,15.88095238095238,23.0,0.5476190476190476,27273.0,9091.0,1
30636,2022-02-01,2996251,HCM,Car,light,13889,2.0,1.0,1,1,0,0,0,0,0,905.0,30.166666666666668,26.0,0.8666666666666667,13889.0,6944.5,2
30638,2021-10-01,2996810,HCM,MC,light,62397,1.0,0.0,1,0,5,0,0,0,0,3804.0,122.70967741935485,74.0,2.3870967741935485,62397.0,62397.0,10
30639,2021-11-01,2996810,HCM,MC,light,12397,1.0,0.0,1,0,1,0,0,0,0,98.0,98.0,3.0,3.0,12397.0,12397.0,11
30660,2021-10-01,2998524,HCM,MC,light,40909,2.0,0.0,1,0,0,0,0,1,0,63.0,12.6,5.0,1.0,40909.0,20454.5,10
30699,2021-11-01,2999486,HN,Car,medium,1135866,16.0,9.0,5,5,0,0,0,0,1,967.0,3.6082089552238807,20.0,0.0746268656716417,227173.2,70991.625,11
30742,2021-11-01,3007558,HCM,Car,light,45207,1.0,1.0,1,1,1,0,0,0,0,293.0,19.53333333333333,21.0,1.4,45207.0,45207.0,11
30743,2021-12-01,3007558,HCM,Car,light,109091,3.0,2.0,2,2,3,0,0,0,0,685.0,42.8125,23.0,1.4375,54545.5,36363.66666666666,12
30787,2021-10-01,3011390,HCM,MC,light,171146,1.0,1.0,1,1,5,0,3,0,0,943.0,94.3,55.0,5.5,171146.0,171146.0,10
30788,2021-12-01,3011390,HCM,MC,light,122530,1.0,1.0,1,1,1,0,3,0,0,639.0,45.642857142857146,21.0,1.5,122530.0,122530.0,12
30803,2021-10-01,3018585,HCM,Car,light-medium,587694,2.0,1.0,1,1,36,0,0,0,0,3377.0,64.9423076923077,70.0,1.3461538461538465,587694.0,293847.0,10
30804,2021-11-01,3018585,HCM,Car,light,106061,1.0,0.0,1,0,7,0,0,0,0,392.0,32.666666666666664,9.0,0.75,106061.0,106061.0,11
30805,2021-11-01,3018630,HCM,MC,light,45455,1.0,1.0,1,1,2,0,0,0,0,244.0,61.0,8.0,2.0,45455.0,45455.0,11
30841,2021-12-01,3030076,HCM,MC,light,18182,1.0,0.0,1,1,0,0,0,0,0,215.0,215.0,5.0,5.0,18182.0,18182.0,12
30856,2021-12-01,3032677,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,90.0,90.0,2.0,2.0,18182.0,18182.0,12
30857,2021-11-01,3034138,HN,Car,light,63636,1.0,1.0,1,1,2,0,0,0,0,176.0,35.2,7.0,1.4,63636.0,63636.0,11
30865,2021-10-01,3034628,HCM,MC,light,46364,2.0,2.0,2,2,1,0,0,0,0,791.0,158.2,28.0,5.6,23182.0,23182.0,10
30866,2021-12-01,3034628,HCM,MC,light,90909,2.0,2.0,2,2,4,0,0,0,0,1343.0,167.875,47.0,5.875,45454.5,45454.5,12
30897,2021-10-01,3041210,HCM,MC,light,136364,1.0,1.0,1,0,2,0,3,0,0,1036.0,172.66666666666666,14.0,2.333333333333333,136364.0,136364.0,10
30898,2021-11-01,3041210,HCM,MC,light,63491,1.0,0.0,1,0,2,0,1,0,0,790.0,26.33333333333333,26.0,0.8666666666666667,63491.0,63491.0,11
30899,2021-12-01,3041210,HCM,MC,light,38983,1.0,0.0,1,0,0,1,0,0,0,1015.0,32.74193548387097,52.0,1.6774193548387095,38983.0,38983.0,12
30904,2021-10-01,3041310,HN,Car,light,65455,3.0,3.0,3,3,0,0,0,0,0,477.0,9.352941176470589,8.0,0.1568627450980392,21818.33333333333,21818.33333333333,10
30905,2022-01-01,3042386,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,41.0,1.8636363636363635,,,27273.0,27273.0,1
30910,2021-11-01,3043012,HCM,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,147.0,12.25,7.0,0.5833333333333333,31818.0,31818.0,11
30911,2021-12-01,3043012,HCM,MC,light,40909,1.0,0.0,1,0,3,0,0,0,0,301.0,9.709677419354838,19.0,0.6129032258064516,40909.0,40909.0,12
30912,2022-01-01,3043012,HCM,MC,light,18182,2.0,1.0,1,1,0,0,0,0,0,266.0,8.3125,1.0,0.03125,18182.0,9091.0,1
30941,2021-11-01,3044734,HCM,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,59.0,2.1071428571428568,2.0,0.0714285714285714,27273.0,27273.0,11
30942,2022-01-01,3044734,HCM,Car,light,27273,2.0,1.0,1,1,0,0,0,0,0,92.0,8.363636363636363,2.0,0.1818181818181818,27273.0,13636.5,1
30955,2021-10-01,3045367,HCM,MC,light,32727,2.0,2.0,2,2,0,0,0,0,0,280.0,140.0,18.0,9.0,16363.5,16363.5,10
30956,2021-11-01,3045367,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,542.0,271.0,23.0,11.5,18182.0,18182.0,11
30958,2021-12-01,3046935,HN,Car,light,45455,1.0,1.0,1,1,1,0,0,0,0,110.0,11.0,6.0,0.6,45455.0,45455.0,12
30959,2022-01-01,3046935,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,77.0,11.0,10.0,1.4285714285714286,18182.0,18182.0,1
30985,2021-10-01,3051268,HCM,MC,light,82231,3.0,1.0,3,2,1,0,1,0,0,581.0,11.392156862745098,8.0,0.1568627450980392,27410.33333333333,27410.33333333333,10
30986,2021-10-01,3051268,HCM,Car,light,24793,2.0,2.0,1,1,0,0,0,0,0,378.0,17.181818181818183,36.0,1.6363636363636365,24793.0,12396.5,10
30987,2021-11-01,3051268,HCM,MC,light,82149,2.0,0.0,2,0,1,0,2,0,0,1340.0,43.2258064516129,35.0,1.1290322580645162,41074.5,41074.5,11
30999,2021-10-01,3055336,HN,MC,light,46281,1.0,1.0,1,1,0,0,1,0,0,381.0,63.5,1.0,0.1666666666666666,46281.0,46281.0,10
31000,2021-11-01,3055336,HN,MC,light,36364,1.0,0.0,1,0,0,0,1,0,0,326.0,10.866666666666667,7.0,0.2333333333333333,36364.0,36364.0,11
31001,2021-10-01,3055624,HCM,Car,light,72727,1.0,1.0,1,0,4,0,0,0,0,1024.0,34.13333333333333,47.0,1.5666666666666669,72727.0,72727.0,10
31002,2021-11-01,3055624,HCM,Car,light,54545,1.0,0.0,1,0,3,0,0,0,0,624.0,20.8,26.0,0.8666666666666667,54545.0,54545.0,11
31003,2021-12-01,3055624,HCM,Car,light,90909,1.0,0.0,1,0,5,0,0,0,0,873.0,28.161290322580644,39.0,1.2580645161290325,90909.0,90909.0,12
31004,2022-01-01,3055624,HCM,Car,light,63636,2.0,1.0,2,1,2,0,0,0,0,440.0,36.66666666666666,14.0,1.1666666666666667,31818.0,31818.0,1
31014,2021-12-01,3059919,HCM,Car,light,51240,2.0,0.0,2,2,0,0,0,0,0,140.0,70.0,4.0,2.0,25620.0,25620.0,12
31015,2022-01-01,3059919,HCM,Car,light,132231,2.0,0.0,2,0,8,0,0,0,0,542.0,49.27272727272727,27.0,2.4545454545454546,66115.5,66115.5,1
31019,2021-11-01,3061655,HCM,MC,light,38783,1.0,1.0,1,0,0,1,0,0,0,114.0,38.0,1.0,0.3333333333333333,38783.0,38783.0,11
31020,2021-12-01,3061655,HCM,MC,light,180569,4.0,4.0,4,4,8,0,0,0,0,1743.0,42.512195121951216,63.0,1.5365853658536586,45142.25,45142.25,12
31036,2021-12-01,3069929,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,103.0,51.5,3.0,1.5,18182.0,18182.0,12
31037,2022-01-01,3069929,HCM,MC,light,18182,2.0,1.0,1,1,0,0,0,0,0,780.0,14.444444444444445,11.0,0.2037037037037036,18182.0,9091.0,1
31073,2021-11-01,3075860,HCM,Car,light,45455,2.0,1.0,2,1,1,0,0,0,0,932.0,19.829787234042552,52.0,1.1063829787234043,22727.5,22727.5,11
31076,2021-10-01,3077587,HN,Car,light-medium,728030,13.0,11.0,13,13,29,1,0,0,0,1676.0,10.60759493670886,11.0,0.0696202531645569,56002.307692307695,56002.307692307695,10
31077,2021-11-01,3077587,HN,Car,medium,1083333,14.0,1.0,9,1,70,0,0,0,0,2910.0,7.167487684729064,28.0,0.0689655172413793,120370.33333333331,77380.92857142857,11
31078,2021-12-01,3077587,HN,Car,light-medium,915152,16.0,3.0,9,3,37,3,0,0,0,2178.0,5.148936170212766,33.0,0.0780141843971631,101683.55555555556,57197.0,12
31079,2022-01-01,3077587,HN,Car,light,0,12.0,0.0,3,0,3,0,0,0,0,1115.0,3.484375,30.0,0.09375,0.0,0.0,1
31109,2021-10-01,3079457,HCM,MC,light,123636,1.0,1.0,1,1,0,0,1,0,0,467.0,66.71428571428571,4.0,0.5714285714285714,123636.0,123636.0,10
31110,2021-11-01,3079457,HCM,MC,light,209091,1.0,0.0,1,0,1,1,1,0,0,777.0,25.9,16.0,0.5333333333333333,209091.0,209091.0,11
31113,2021-11-01,3080400,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,202.0,11.882352941176473,5.0,0.2941176470588235,18182.0,18182.0,11
31130,2021-10-01,3083317,HCM,Car,light,27111,1.0,1.0,1,1,0,0,0,0,0,82.0,27.33333333333333,5.0,1.6666666666666667,27111.0,27111.0,10
31135,2022-01-01,3084699,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,27.0,27.0,3.0,3.0,18182.0,18182.0,1
31136,2022-02-01,3084699,HCM,MC,light,31559,1.0,1.0,1,1,1,0,0,0,0,503.0,83.83333333333333,34.0,5.666666666666667,31559.0,31559.0,2
31160,2021-12-01,3088327,HCM,MC,light,26842,1.0,1.0,1,1,1,0,0,0,0,102.0,51.0,1.0,0.5,26842.0,26842.0,12
31182,2021-10-01,3092028,HCM,Car,light,300000,,,1,1,0,1,0,0,0,,,,,300000.0,,10
31183,2021-11-01,3092028,HCM,Car,light-medium,904545,1.0,1.0,2,1,0,4,2,1,0,326.0,21.73333333333333,9.0,0.6,452272.5,904545.0,11
31184,2021-12-01,3092028,HCM,Car,light-medium,945455,1.0,0.0,2,0,0,4,2,0,0,278.0,8.96774193548387,4.0,0.1290322580645161,472727.5,945455.0,12
31185,2022-02-01,3092028,HCM,Car,light-medium,668182,2.0,1.0,1,1,0,1,2,1,0,1287.0,25.74,22.0,0.44,668182.0,334091.0,2
31187,2021-12-01,3092885,HCM,MC,light,107368,1.0,1.0,1,1,7,0,0,0,0,1735.0,72.29166666666667,47.0,1.9583333333333333,107368.0,107368.0,12
31188,2021-11-01,3093711,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,31.0,31.0,3.0,3.0,18182.0,18182.0,11
31259,2021-12-01,3100325,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,373.0,24.866666666666667,14.0,0.9333333333333332,18182.0,18182.0,12
31316,2021-11-01,3114105,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,50.0,25.0,,,27273.0,27273.0,11
31317,2021-12-01,3114105,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,129.0,12.9,5.0,0.5,18182.0,18182.0,12
31325,2021-12-01,3119345,HCM,MC,light,13636,,,1,0,1,0,0,0,0,,,,,13636.0,,12
31340,2021-10-01,3124852,HN,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,86.0,2.8666666666666667,10.0,0.3333333333333333,18182.0,18182.0,10
31355,2021-10-01,3131917,HCM,MC,light,31818,2.0,1.0,2,1,1,0,0,0,0,1270.0,50.8,69.0,2.76,15909.0,15909.0,10
31363,2021-10-01,3134798,HCM,MC,light,193802,5.0,5.0,10,5,12,0,0,0,0,852.0,42.6,71.0,3.55,19380.2,38760.4,10
31364,2022-01-01,3135304,HCM,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,205.0,20.5,2.0,0.2,31818.0,31818.0,1
31365,2022-02-01,3135304,HCM,MC,light,13636,1.0,0.0,1,0,1,0,0,0,0,162.0,9.529411764705882,3.0,0.1764705882352941,13636.0,13636.0,2
31366,2021-11-01,3136146,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,201.0,100.5,29.0,14.5,18182.0,18182.0,11
31368,2021-12-01,3136962,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,46.0,46.0,2.0,2.0,18182.0,18182.0,12
31386,2021-12-01,3140751,HN,MC,light,63636,2.0,2.0,2,2,2,0,0,0,0,578.0,17.0,16.0,0.4705882352941176,31818.0,31818.0,12
31387,2022-01-01,3140751,HN,MC,light,13636,1.0,0.0,1,0,1,0,0,0,0,227.0,7.32258064516129,15.0,0.4838709677419355,13636.0,13636.0,1
31388,2022-02-01,3140751,HN,MC,light,13889,1.0,0.0,1,0,1,0,0,0,0,328.0,11.714285714285714,15.0,0.5357142857142857,13889.0,13889.0,2
31389,2022-01-01,3141697,HCM,Car,light,18182,1.0,1.0,1,0,1,0,0,0,0,281.0,70.25,9.0,2.25,18182.0,18182.0,1
31394,2021-12-01,3145189,HN,Car,light,141818,1.0,1.0,1,1,0,1,0,0,0,777.0,43.16666666666666,16.0,0.8888888888888888,141818.0,141818.0,12
31414,2022-01-01,3155907,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,101.0,50.5,2.0,1.0,18182.0,18182.0,1
31415,2022-02-01,3155907,HCM,MC,light,72727,4.0,4.0,4,4,0,0,0,0,0,487.0,40.583333333333336,23.0,1.9166666666666667,18181.75,18181.75,2
31432,2021-10-01,3160510,HCM,MC,light,14545,1.0,1.0,1,1,0,0,0,0,0,23.0,23.0,1.0,1.0,14545.0,14545.0,10
31435,2021-10-01,3161362,HCM,Car,light,18182,1.0,1.0,1,0,1,0,0,0,0,373.0,93.25,16.0,4.0,18182.0,18182.0,10
31463,2022-02-01,3165501,HCM,MC,light,46296,1.0,1.0,1,1,2,0,0,0,0,490.0,122.5,5.0,1.25,46296.0,46296.0,2
31499,2021-10-01,3176680,HCM,MC,light,96364,2.0,1.0,2,1,6,0,0,0,0,1101.0,34.40625,27.0,0.84375,48182.0,48182.0,10
31500,2021-11-01,3176680,HCM,Car,light,109091,3.0,3.0,3,2,3,0,0,0,0,647.0,22.310344827586206,22.0,0.7586206896551723,36363.66666666666,36363.66666666666,11
31501,2021-11-01,3176680,HCM,MC,light,72727,2.0,1.0,2,1,4,0,0,0,0,551.0,12.813953488372093,4.0,0.0930232558139534,36363.5,36363.5,11
31502,2021-12-01,3176680,HCM,Car,light,45455,2.0,1.0,1,1,1,0,0,0,0,748.0,23.375,35.0,1.09375,45455.0,22727.5,12
31503,2021-12-01,3176680,HCM,MC,light,27273,2.0,0.0,1,0,2,0,0,0,0,146.0,4.171428571428572,4.0,0.1142857142857142,27273.0,13636.5,12
31512,2021-10-01,3178702,HCM,MC,light,95455,1.0,0.0,1,0,7,0,0,0,0,1093.0,42.03846153846154,25.0,0.9615384615384616,95455.0,95455.0,10
31513,2021-11-01,3178702,HCM,MC,light,95455,1.0,0.0,1,0,7,0,0,0,0,1880.0,62.66666666666666,39.0,1.3,95455.0,95455.0,11
31514,2021-12-01,3178702,HCM,MC,light,22727,1.0,0.0,1,0,2,0,0,0,0,219.0,7.064516129032258,2.0,0.064516129032258,22727.0,22727.0,12
31515,2022-01-01,3178702,HCM,MC,light,22727,1.0,0.0,1,0,2,0,0,0,0,111.0,13.875,2.0,0.25,22727.0,22727.0,1
31519,2021-10-01,3181547,HCM,Car,light,27235,1.0,1.0,1,1,0,0,0,0,0,411.0,17.125,33.0,1.375,27235.0,27235.0,10
31544,2022-01-01,3185088,HCM,MC,light,36364,2.0,2.0,2,2,0,0,0,0,0,302.0,9.741935483870968,2.0,0.064516129032258,18182.0,18182.0,1
31586,2021-10-01,3194277,HCM,MC,light,29091,2.0,2.0,2,2,0,0,0,0,0,168.0,16.8,3.0,0.3,14545.5,14545.5,10
31587,2021-11-01,3194277,HCM,MC,light,90909,3.0,2.0,3,2,4,0,0,0,0,785.0,32.708333333333336,20.0,0.8333333333333333,30303.0,30303.0,11
31588,2021-12-01,3194277,HCM,MC,light,170909,2.0,2.0,2,2,1,1,0,1,0,661.0,41.3125,38.0,2.375,85454.5,85454.5,12
31589,2022-01-01,3194277,HCM,MC,light,168182,5.0,4.0,4,4,7,0,0,0,0,715.0,18.81578947368421,14.0,0.3684210526315789,42045.5,33636.4,1
31590,2022-02-01,3194277,HCM,MC,light,122727,5.0,3.0,3,3,5,0,0,0,0,579.0,14.121951219512194,4.0,0.0975609756097561,40909.0,24545.4,2
31621,2021-11-01,3199315,HN,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,232.0,8.592592592592593,,,18182.0,18182.0,11
31622,2021-12-01,3199315,HN,MC,light,18182,2.0,1.0,1,1,0,0,0,0,0,289.0,9.03125,7.0,0.21875,18182.0,9091.0,12
31623,2022-01-01,3199315,HN,MC,light,18182,2.0,1.0,1,1,0,0,0,0,0,1365.0,42.65625,10.0,0.3125,18182.0,9091.0,1
31627,2021-10-01,3200095,HCM,Car,light,140711,2.0,2.0,2,2,5,0,0,0,0,788.0,19.21951219512195,11.0,0.2682926829268292,70355.5,70355.5,10
31628,2021-11-01,3200095,HCM,Car,light,15810,1.0,0.0,1,0,1,0,0,0,0,391.0,13.033333333333331,15.0,0.5,15810.0,15810.0,11
31645,2021-11-01,3202089,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,126.0,63.0,1.0,0.5,27273.0,27273.0,11
31685,2021-10-01,3212694,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,14.0,14.0,,,27273.0,27273.0,10
31694,2021-10-01,3213568,HN,Car,light-medium,915909,13.0,12.0,14,13,22,7,0,0,0,2244.0,8.16,47.0,0.1709090909090909,65422.071428571435,70454.53846153847,10
31695,2021-11-01,3213568,HN,Car,light-medium,898485,16.0,6.0,11,6,14,4,0,0,0,1250.0,3.1806615776081424,18.0,0.0458015267175572,81680.45454545454,56155.3125,11
31739,2021-10-01,3221244,HCM,MC,light,103471,5.0,5.0,5,5,3,0,0,0,0,888.0,24.0,28.0,0.7567567567567568,20694.2,20694.2,10
31740,2021-11-01,3221244,HCM,MC,light,16529,4.0,1.0,1,1,0,0,0,0,0,492.0,5.178947368421053,3.0,0.031578947368421,16529.0,4132.25,11
31741,2021-12-01,3221244,HCM,MC,light,12397,4.0,0.0,1,0,1,0,0,0,0,535.0,4.863636363636363,7.0,0.0636363636363636,12397.0,3099.25,12
31750,2021-12-01,3221922,HN,MC,light,65909,1.0,1.0,1,1,1,0,1,0,0,295.0,10.535714285714286,27.0,0.9642857142857144,65909.0,65909.0,12
31782,2021-12-01,3228646,HCM,Car,light,232124,4.0,4.0,5,5,7,0,0,0,0,948.0,18.23076923076923,42.0,0.8076923076923077,46424.8,58031.0,12
31783,2022-02-01,3228646,HCM,Car,light,25689,4.0,1.0,1,1,0,0,0,0,0,375.0,6.25,24.0,0.4,25689.0,6422.25,2
31785,2021-10-01,3228695,HN,MC,light,154545,4.0,1.0,3,1,10,0,0,0,0,1903.0,15.346774193548388,34.0,0.2741935483870967,51515.0,38636.25,10
31786,2021-11-01,3228695,HN,MC,light,45455,5.0,1.0,2,1,2,0,0,0,0,915.0,8.169642857142858,15.0,0.1339285714285714,22727.5,9091.0,11
31787,2022-01-01,3228695,HN,MC,light,13636,2.0,0.0,1,0,1,0,0,0,0,112.0,2.382978723404255,1.0,0.0212765957446808,13636.0,6818.0,1
31788,2021-12-01,3229092,HN,MC,light,18182,,,1,1,0,0,0,0,0,,,,,18182.0,,12
31793,2021-11-01,3229886,HCM,MC,light,99338,1.0,1.0,1,1,6,0,0,0,0,841.0,64.6923076923077,27.0,2.0769230769230766,99338.0,99338.0,11
31797,2021-10-01,3231979,HCM,MC,light,18182,2.0,2.0,1,1,0,0,0,0,0,237.0,21.545454545454547,13.0,1.181818181818182,18182.0,9091.0,10
31798,2021-11-01,3231979,HCM,MC,light,54545,4.0,3.0,3,3,0,0,0,0,0,664.0,9.222222222222221,19.0,0.2638888888888889,18181.666666666668,13636.25,11
31821,2021-10-01,3234258,HCM,MC,light,41322,3.0,1.0,3,1,2,0,0,0,0,1614.0,17.933333333333334,56.0,0.6222222222222222,13774.0,13774.0,10
31822,2021-11-01,3234258,HCM,MC,light,37190,2.0,0.0,2,0,3,0,0,0,0,1608.0,26.8,35.0,0.5833333333333333,18595.0,18595.0,11
31823,2021-12-01,3234258,HCM,MC,light,45207,3.0,1.0,2,1,2,0,0,0,0,1682.0,36.56521739130435,30.0,0.6521739130434782,22603.5,15069.0,12
31824,2022-01-01,3234258,HCM,MC,light,27273,1.0,0.0,1,0,2,0,0,0,0,890.0,40.454545454545446,27.0,1.2272727272727273,27273.0,27273.0,1
31827,2021-11-01,3234481,HCM,Car,light,78873,1.0,1.0,1,1,0,1,0,0,0,123.0,12.3,1.0,0.1,78873.0,78873.0,11
31862,2021-10-01,3240490,HN,Car,light,40000,3.0,1.0,2,1,1,0,0,0,0,507.0,9.566037735849056,18.0,0.3396226415094339,20000.0,13333.333333333334,10
31863,2021-12-01,3240490,HN,Car,light,54545,3.0,2.0,2,2,0,0,0,0,0,114.0,12.666666666666666,,,27272.5,18181.666666666668,12
31864,2022-01-01,3240490,HN,Car,light,27273,3.0,1.0,1,1,0,0,0,0,0,590.0,6.555555555555555,5.0,0.0555555555555555,27273.0,9091.0,1
31865,2022-02-01,3240490,HN,Car,light,101431,6.0,0.0,4,3,1,0,0,0,0,839.0,10.620253164556962,13.0,0.1645569620253164,25357.75,16905.166666666668,2
31881,2021-11-01,3242230,HCM,MC,light,77273,2.0,2.0,2,2,3,0,0,0,0,484.0,21.043478260869566,27.0,1.173913043478261,38636.5,38636.5,11
31917,2021-11-01,3249940,HCM,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,88.0,3.3846153846153846,1.0,0.0384615384615384,27273.0,27273.0,11
31933,2021-10-01,3251425,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,47.0,1.7407407407407407,1.0,0.037037037037037,27273.0,27273.0,10
31945,2021-11-01,3253744,HCM,MC,light,36364,2.0,2.0,2,2,0,0,0,0,0,142.0,71.0,24.0,12.0,18182.0,18182.0,11
32022,2021-11-01,3262070,HN,Car,light,72727,1.0,1.0,2,2,1,0,0,0,0,164.0,27.33333333333333,4.0,0.6666666666666666,36363.5,72727.0,11
32145,2021-12-01,3275270,HCM,Car,light,45455,1.0,1.0,1,1,1,0,0,0,0,44.0,44.0,2.0,2.0,45455.0,45455.0,12
32146,2022-01-01,3275270,HCM,Car,light,318182,1.0,1.0,1,1,16,0,0,0,0,1155.0,231.0,54.0,10.8,318182.0,318182.0,1
32222,2021-10-01,3289082,HN,Car,medium,1683916,33.0,10.0,31,2,118,0,0,0,0,7273.0,12.141903171953256,142.0,0.2370617696160267,54319.870967741925,51027.757575757576,10
32223,2021-11-01,3289082,HN,Car,medium,1853147,42.0,26.0,38,19,104,0,0,0,0,7989.0,16.540372670807454,163.0,0.3374741200828157,48767.02631578947,44122.54761904762,11
32224,2021-12-01,3289082,HN,Car,medium,1706294,38.0,24.0,34,16,88,0,0,0,1,6156.0,12.9873417721519,100.0,0.2109704641350211,50185.117647058825,44902.47368421053,12
32225,2022-01-01,3289082,HN,Car,light,7576,11.0,0.0,0,0,0,0,0,0,1,1169.0,3.7229299363057327,6.0,0.019108280254777,,688.7272727272727,1
32240,2021-10-01,3292400,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,289.0,28.9,29.0,2.9,18182.0,18182.0,10
32241,2021-12-01,3292400,HCM,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,302.0,43.142857142857146,9.0,1.2857142857142858,31818.0,31818.0,12
32242,2022-02-01,3293586,HN,Car,light,27111,1.0,1.0,1,1,0,0,0,0,0,484.0,40.333333333333336,56.0,4.666666666666667,27111.0,27111.0,2
32265,2021-10-01,3300598,HCM,MC,light,44215,3.0,3.0,3,3,0,0,0,0,0,440.0,15.714285714285714,24.0,0.8571428571428571,14738.333333333334,14738.333333333334,10
32266,2021-11-01,3300598,HCM,MC,light,49587,1.0,0.0,1,0,4,0,0,0,0,474.0,15.8,14.0,0.4666666666666666,49587.0,49587.0,11
32284,2021-10-01,3302339,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,134.0,5.36,,,27273.0,27273.0,10
32306,2022-01-01,3310330,HCM,Car,light,27257,1.0,1.0,1,1,0,0,0,0,0,598.0,33.22222222222222,29.0,1.6111111111111112,27257.0,27257.0,1
32336,2021-10-01,3312447,HCM,MC,light,72727,1.0,1.0,1,1,4,0,0,0,0,445.0,34.23076923076923,11.0,0.8461538461538461,72727.0,72727.0,10
32340,2021-12-01,3314403,HCM,MC,light,81818,2.0,2.0,2,2,1,0,1,0,0,780.0,97.5,13.0,1.625,40909.0,40909.0,12
32356,2021-10-01,3318529,HCM,MC,light,118928,7.0,7.0,7,7,1,0,0,0,0,1467.0,18.3375,47.0,0.5875,16989.714285714286,16989.714285714286,10
32357,2021-11-01,3318529,HCM,MC,light,81706,7.0,3.0,3,3,2,0,0,0,0,671.0,7.988095238095238,13.0,0.1547619047619047,27235.33333333333,11672.285714285714,11
32358,2021-12-01,3318529,HCM,MC,light,72628,5.0,4.0,4,4,0,0,0,0,0,506.0,13.675675675675675,39.0,1.054054054054054,18157.0,14525.6,12
32359,2022-01-01,3318529,HCM,MC,light,49932,3.0,2.0,3,2,1,0,0,0,0,258.0,4.961538461538462,2.0,0.0384615384615384,16644.0,16644.0,1
32371,2021-11-01,3320244,HN,MC,light,18132,2.0,0.0,1,1,0,0,0,0,0,134.0,33.5,2.0,0.5,18132.0,9066.0,11
32372,2022-01-01,3320244,HN,MC,light,126922,7.0,7.0,7,7,0,0,0,0,0,1619.0,13.720338983050848,69.0,0.5847457627118644,18131.714285714286,18131.714285714286,1
32373,2022-02-01,3320244,HN,MC,light,18132,8.0,1.0,1,1,0,0,0,0,0,1501.0,10.210884353741497,40.0,0.272108843537415,18132.0,2266.5,2
32419,2021-10-01,3327425,HCM,Car,light-medium,942846,4.0,2.0,4,2,54,0,0,0,0,4500.0,41.28440366972477,144.0,1.3211009174311927,235711.5,235711.5,10
32420,2021-11-01,3327425,HCM,Car,light-medium,998063,4.0,0.0,4,0,52,0,1,0,0,3929.0,36.379629629629626,93.0,0.861111111111111,249515.75,249515.75,11
